gtC,ftC,gvC,fvC,minT0,minV0,minTC,minVC,sdV0,sdVC,inf_min,inf_max
0.0,0.0,0.11249999999999999,0.0,0.0015797204535853814,1.7399598014925897,0.0015797204535853814,0.7036953298273063,3.4773530344329076,1.7188974164386204,0.0,0.0
0.0,0.0,0.11249999999999999,0.0,0.003296260733705493,2.1377298409249135,0.003296260733705493,0.9999488326673137,3.454155779351867,2.1785743627697487,0.0,0.0
0.0,0.0,0.0,0.09,0.0027428546789687426,2.4440404669875493,0.0027428546789687426,1.1831287759190898,3.745478152749023,2.643639454298684,0.0,0.0
0.0,0.0,0.0,0.09,0.0033006151061679297,2.6271840242536784,0.0033006151061679297,1.2529718811802257,3.838352006066946,2.515413869354347,0.0,0.0
0.0,0.0,0.0,0.1275,0.0029990025478126418,2.7063077815479453,0.0029990025478126418,1.2926548789987935,3.7083342337883485,2.653263992659606,0.0,0.0
0.0,0.0,0.0,0.1425,0.004791742843501936,2.808834648550046,0.004791742843501936,1.3097536704259183,3.9308282726430015,2.3902670914933397,0.0,0.0
0.0,0.0,0.0,0.1425,0.006213742125390802,2.844212230312726,0.006213742125390802,1.3207046307722783,3.989901950899319,2.372002403852181,0.0,0.0
0.0,0.0,0.0,0.1425,0.0064585496545125015,2.894391871139302,0.0064585496545125015,1.3378768191476067,4.032167820478132,2.292375426735263,0.0,0.0
0.0,0.0,0.0,0.1425,0.007218915499203793,2.9221955552635697,0.007218915499203793,1.3625346629314345,3.992460985062671,2.2991167220012456,0.0,0.0
0.0,0.0,0.0,0.135,0.008429550283171303,2.926722727310864,0.008429550283171303,1.3751568807212304,3.8861941419427417,2.5313410789132837,0.0,0.0
0.0,0.0,0.0,0.135,0.009765295737647867,2.926190098813855,0.009765295737647867,1.3877376472303504,3.838315781620109,2.6184330450701574,0.0,0.0
0.0,0.0,0.0,0.135,0.010649058260929635,2.9162165270121077,0.010649058260929635,1.3754398057226662,3.7710723487783935,2.5419818723170873,0.0,0.0
0.0,0.0,0.0,0.135,0.011328887322688741,2.9432352850437584,0.011328887322688741,1.3579260134139948,3.7975928114952664,2.4745955501255072,0.0,0.0
0.0,0.0,0.0,0.135,0.012974869217960226,2.9399773290553486,0.012974869217960226,1.3516390431431464,3.774885747437609,2.420548028049212,0.0,0.0
0.0,0.0,0.0,0.135,0.01398821151797499,2.931250850323803,0.01398821151797499,1.3355288260810623,3.755628213690203,2.3883724306180163,0.0,0.0
0.0,0.0,0.0,0.135,0.015642650368884115,2.9393194926615958,0.015642650368884115,1.331735023009226,3.7516941093563076,2.339284499589249,0.0,0.0
0.0,0.0,0.0,0.135,0.017322350188538164,2.9139996498990484,0.017322350188538164,1.333550449943673,3.6797791675535376,2.4006791749357523,0.0,0.0
0.0,0.0,0.0,0.135,0.01868612706903641,2.9055629001648478,0.01868612706903641,1.3213621431197116,3.669734163503959,2.3726487453037914,0.0,0.0
0.0,0.0,0.0,0.1275,0.02054141083708872,2.875310878670446,0.02054141083708872,1.3094391608103364,3.603518249039617,2.4158054493527343,0.0,0.0
0.0,0.0,0.0,0.135,0.02211374105950509,2.872819428916146,0.02211374105950509,1.307999238819242,3.5718072147920013,2.2877104200593963,0.0,0.0
0.0,0.0,0.0,0.135,0.0257978237747107,2.876023151806391,0.0257978237747107,1.30769324429509,3.54238448473146,2.251430712705181,0.0,0.0
0.0,0.0,0.0,0.1275,0.028390661267964298,2.876078812683434,0.028390661267964298,1.30856748335962,3.5223610249354196,2.310342960508146,0.0,0.0
0.0,0.0,0.0,0.1275,0.032076947416784,2.8604240816611077,0.032076947416784,1.2955307816588848,3.5072415572273923,2.2736013088320894,0.0,0.0
0.0,0.0,0.0,0.1275,0.035862956532962065,2.840850463795971,0.035862956532962065,1.290378189216322,3.4637313041160707,2.2391877413868086,0.0,0.0
0.0,0.0,0.0,0.1275,0.038772422149071055,2.8206904213377353,0.038772422149071055,1.2821002327445534,3.421744467729985,2.2071569517057728,0.0,0.0
0.0,0.0,0.0,0.1275,0.042082287690646945,2.8051141033378455,0.042082287690646945,1.272984120295581,3.3837322912147947,2.1732341315973733,0.0,0.0
0.0,0.0,0.0,0.1275,0.04485940786540795,2.8017904409633423,0.04485940786540795,1.270693615142562,3.4104136978977215,2.151976798469696,0.0,0.0
0.0,0.0,0.0,0.1275,0.04759166583066583,2.7890116749777705,0.04759166583066583,1.262864763696118,3.4143203949481626,2.1261711511086507,0.0,0.0
0.0,0.0,0.0,0.1275,0.05077463210141603,2.761974081238098,0.05077463210141603,1.2644992285245984,3.3809248055094145,2.120562787095491,0.0,0.0
0.0,0.0,0.0,0.1275,0.05328311967605514,2.738790002589203,0.05328311967605514,1.2547426943031634,3.346043325952736,2.0960602876428185,0.0,0.0
0.0,0.0,0.0,0.1425,0.055408702669941745,2.723544724134042,0.055408702669941745,1.2477930678893308,3.3194136622593162,1.9222500118507633,0.0,0.0
0.0,0.0,0.0,0.1275,0.05767565355437312,2.6971352865347487,0.05767565355437312,1.2411505194590016,3.281995927380961,2.0466205995687186,0.0,0.0
0.0,0.0,0.0,0.1425,0.06042845358253599,2.6762717226690103,0.06042845358253599,1.2364474241905659,3.2554096353039728,1.8838267915080211,0.0,0.0
0.0,0.0,0.0,0.1275,0.06312288816832454,2.653566678084641,0.06312288816832454,1.230061827932361,3.234452973474188,2.0135658904938616,0.0,0.0
0.0,0.0,0.0,0.1275,0.06569019575072556,2.626938170584267,0.06569019575072556,1.2198745191155331,3.20366915931037,1.991174377548683,0.0,0.0
0.0,0.0,0.0,0.075,0.06783250926742106,2.6030088780529685,0.06783250926742106,1.211989730050948,3.1734415397592906,1.7929868901397423,0.0,0.0
0.0,0.0,0.0,0.1275,0.06987172112680617,2.583220468062892,0.06987172112680617,1.2033178464644636,3.1542116912956812,1.9507222645207996,0.0,0.0
0.0,0.0,0.0,0.1275,0.07210931559443272,2.5653667931772954,0.07210931559443272,1.1949963487511,3.14042516766494,1.9308120203914447,0.0,0.0
0.0,0.0,0.0,0.1275,0.07404280059420407,2.5441010862093383,0.07404280059420407,1.1865553221767535,3.11609552208032,1.911988476597695,0.0,0.0
0.0,0.0,0.0,0.075,0.07635391854763937,2.5253600984861797,0.07635391854763937,1.1785157258689767,3.1030339197813968,1.7562425993628021,0.0,0.0
0.0,0.0,0.0,0.075,0.07950496630635691,2.49650691962154,0.07950496630635691,1.170295349293631,3.0823543215558193,1.7469239587832452,0.0,0.0
0.0,0.0,0.0,0.075,0.0825615314641136,2.4665793845311907,0.0825615314641136,1.1626414704736372,3.0603568071788843,1.73151461499174,0.0,0.0
0.0,0.0,0.0,0.075,0.08539295140218185,2.442471079329471,0.08539295140218185,1.1540225785289921,3.043642641702203,1.7178864161367675,0.0,0.0
0.0,0.0,0.015,0.1425,0.08798200626443642,2.418656205254842,0.08798200626443642,1.147451647784114,3.0242237970273567,1.9742716653048433,0.0,0.0
0.0,0.0,0.015,0.1425,0.09064807332118922,2.394614397256059,0.09064807332118922,1.1391436783374926,3.0264385066607695,1.9566513832890624,0.0,0.0
0.0,0.0,0.015,0.1425,0.09329925979592422,2.3693787880959745,0.09329925979592422,1.1317871853902028,3.0061060044703813,1.9387541672525412,0.0,0.0
0.0,0.0,0.015,0.1425,0.09552733981588293,2.3494440370373075,0.09552733981588293,1.1244387415779018,2.9978353427268862,1.921191108996293,0.0,0.0
0.0,0.0,0.015,0.1425,0.09788007158936865,2.326769113774734,0.09788007158936865,1.1172125091526044,2.982851597831485,1.9052281416847097,0.0,0.0
0.0,0.0,0.015,0.1425,0.10025593620512484,2.3051509932586196,0.10025593620512484,1.1095595057322691,2.9659604152193104,1.8889018600352585,0.0,0.0
0.0,0.0,0.015,0.1425,0.10231402813582048,2.2823196648403976,0.10231402813582048,1.102379302250918,2.948778770236601,1.8736806632722263,0.0,0.0
0.0,0.0,0.015,0.1425,0.10432158554135913,2.258841614091948,0.10432158554135913,1.09559540514456,2.9286779020227662,1.8584360933855246,0.0,0.0
0.0,0.0,0.015,0.1425,0.10620391026205299,2.236043320735204,0.10620391026205299,1.0893132024478094,2.911983902639245,1.8439582055263333,0.0,0.0
0.0,0.0,0.015,0.1425,0.10807842201682921,2.217301380765106,0.10807842201682921,1.0841915179140758,2.9043049296873598,1.8311995960911203,0.0,0.0
0.0,0.0,0.015,0.1425,0.10991411141693795,2.1969952867779563,0.10991411141693795,1.0789471178879984,2.8873885699809794,1.818830274405789,0.0,0.0
0.0,0.0,0.015,0.1425,0.11169653015602285,2.1748774347916573,0.11169653015602285,1.072792989031613,2.8689864807876755,1.8053837611678154,0.0,0.0
0.0,0.0,0.015,0.1425,0.1134798362447814,2.152533365141044,0.1134798362447814,1.0668873551072637,2.8528398979646847,1.7922447500020016,0.0,0.0
0.0,0.0,0.015,0.1425,0.1151426711725849,2.130881197929604,0.1151426711725849,1.06096397038154,2.834989163860015,1.7784899292830973,0.0,0.0
0.0,0.0,0.015,0.1425,0.11688691112709712,2.1095476156869877,0.11688691112709712,1.0548803894533931,2.819723067933701,1.7650401010856496,0.0,0.0
0.0,0.0,0.015,0.1425,0.11860399771055521,2.091164539317766,0.11860399771055521,1.049327379741444,2.8072251470786562,1.752868885080756,0.0,0.0
0.0,0.0,0.015,0.1425,0.12021993635092813,2.0723288216654776,0.12021993635092813,1.044100993350297,2.7929137986263393,1.7407908615599232,0.0,0.0
0.0,0.0,0.0,0.06,0.1223480477130845,2.0506474581952574,0.1223480477130845,1.0386611071201663,2.7784730364093235,1.5707849986215094,0.0,0.0
0.0,0.0,0.0,0.06,0.12440348844449123,2.028728886630757,0.12440348844449123,1.031876088346828,2.762655530779628,1.5602456858907496,0.0,0.0
0.0,0.0,0.0,0.06,0.12627952458792582,2.0088086412305013,0.12627952458792582,1.0260157503644445,2.7473699980503867,1.5502094415561085,0.0,0.0
0.0,0.0,0.0,0.06,0.12806616345627841,1.9908451997982344,0.12806616345627841,1.0203035672878662,2.7328098822898665,1.5407009418858257,0.0,0.0
