gtC,ftC,gvC,fvC,minT0,minV0,minTC,minVC,sdV0,sdVC,inf_min,inf_max
0.0,0.0,0.15,0.12,0.006295616934231154,2.4944037499435727,0.006295616934231154,1.01302373898265,5.0605219315435175,2.7984147901179526,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.009270787570017444,3.5748976055895265,0.009270787570017444,1.4761269428534733,5.98030690809954,3.609830075851688,0.0,0.0
0.0,0.0,0.0675,0.0,0.012966616385552956,4.038941925172299,0.012966616385552956,1.6294361982983678,6.018405562540197,2.9403044380095356,0.0,0.0
0.0,0.0,0.0675,0.0,0.01614407229151333,4.4478933121650135,0.01614407229151333,1.7691959672620938,7.039977482967804,3.2001061858789166,0.0,0.0
0.0,0.0,0.0675,0.0,0.01957001801300396,4.672120865541869,0.01957001801300396,1.8231397263579254,6.867611293377161,3.151928480068715,0.0,0.0
0.0,0.0,0.0675,0.0,0.02578014168969913,4.850061036451045,0.02578014168969913,1.8560736175904813,6.707603326211082,3.145443826037254,0.0,0.0
0.0,0.0,0.0675,0.0,0.02964616996115506,4.8622913091467455,0.02964616996115506,1.8299893195572132,6.396401150921195,2.991879033459867,0.0,0.0
0.0,0.0,0.0675,0.0,0.03485395943676322,4.95279094492895,0.03485395943676322,1.8264030501005548,6.415513898769182,2.867848907452166,0.0,0.0
0.0,0.0,0.0675,0.0,0.04273266322815103,4.9785280490890305,0.04273266322815103,1.8709592740015666,6.3016848573314,2.977031597188044,0.0,0.0
0.0,0.0,0.0675,0.0,0.0507315219831838,4.96208247687275,0.0507315219831838,1.8598065423164942,6.366827349764426,2.919750880229472,0.0,0.0
0.0,0.0,0.0675,0.0,0.05828986125526458,5.05327577938152,0.05828986125526458,1.8982434486596254,6.882245591680365,3.5771723159792606,0.0,0.0
0.0,0.0,0.0675,0.0,0.0640579475269363,5.023139325479951,0.0640579475269363,1.9278010630360696,6.68163391024525,3.796215177946867,0.0,0.0
0.0,0.0,0.0675,0.0,0.07035742522709795,4.981199345837966,0.07035742522709795,1.923502088612083,6.538862474413032,3.7658299052918607,0.0,0.0
0.0,0.0,0.0675,0.0,0.07606050694039614,4.942022212036694,0.07606050694039614,1.9028293215531655,6.420921492112657,3.6606113769229887,0.0,0.0
