gtC,ftC,gvC,fvC,minT0,minV0,minTC,minVC,sdV0,sdVC,inf_min,inf_max
0.0,0.0,0.0,0.12,1.3616093885419753e-05,0.8253330332847565,1.3616093885419753e-05,0.441844828202263,1.987181653020182,0.9247340002273171,0.0,0.0
0.0,0.0,0.0,0.1275,1.849298938602453e-05,1.0710218245572531,1.849298938602453e-05,0.5784489554172021,2.2096505521697534,0.9624848497946847,0.0,0.0
0.0,0.0,0.0,0.1275,0.0005407767866516621,1.2368841708230505,0.0005407767866516621,0.6749556128854473,2.4178252970141196,1.0458950488329197,0.0,0.0
0.0,0.0,0.0,0.12,0.0008037918472942416,1.3368906920913146,0.0008037918472942416,0.741796657863365,2.472446285831879,1.2516780540193946,0.0,0.0
0.0,0.0,0.0,0.105,0.0010069605095092632,1.3967161385495972,0.0010069605095092632,0.7657585883614314,2.4739581190583104,1.1608252139874298,0.0,0.0
0.0,0.0,0.0,0.075,0.0009128212201529971,1.4231488200020648,0.0009128212201529971,0.8048092365222208,2.4610263545342264,1.3096726878990375,0.0,0.0
0.0,0.0,0.0,0.075,0.0015498315755234193,1.4862389834612912,0.0015498315755234193,0.8020728192705093,2.922447099017452,1.2830431243466855,0.0,0.0
0.0,0.0,0.0,0.075,0.0014485785682633453,1.494836719529912,0.0014485785682633453,0.8207083830129659,2.877806182343806,1.293812271922101,0.0,0.0
0.0,0.0,0.0,0.075,0.0018224138296221884,1.490864916111836,0.0018224138296221884,0.8257933483038608,2.7817313350127164,1.275874104854068,0.0,0.0
0.0,0.0,0.0,0.075,0.0017311400435784966,1.4991968649940017,0.0017311400435784966,0.8371601206370136,2.722321106754426,1.267187408310007,0.0,0.0
0.0,0.0,0.0,0.075,0.001753115767856438,1.4864830666997044,0.001753115767856438,0.8533076789122364,2.6666263036367077,1.2663963411252193,0.0,0.0
0.0,0.0,0.0,0.075,0.002386069842416394,1.4800186397752169,0.002386069842416394,0.8491239676396523,2.6002631657938617,1.2482341760146276,0.0,0.0
0.0,0.0,0.0,0.075,0.002544494790459118,1.4999415676411965,0.002544494790459118,0.8504489701851048,2.5898531567394865,1.2293767751813873,0.0,0.0
0.0,0.0,0.0,0.075,0.0033750200986205907,1.5247456182860206,0.0033750200986205907,0.8492100351335778,2.582312066584857,1.2185883784462845,0.0,0.0
0.0,0.0,0.0,0.075,0.003983385311261187,1.518844571471717,0.003983385311261187,0.8469686466363207,2.572151782368853,1.2010038928779536,0.0,0.0
0.0,0.0,0.0,0.075,0.004225544752998152,1.5111020807911972,0.004225544752998152,0.8375780064527383,2.5315213859216725,1.1808412394399481,0.0,0.0
0.0,0.0,0.0,0.075,0.005217349020526627,1.4987969461732034,0.005217349020526627,0.8353470542026772,2.4800329841935986,1.1720503215140219,0.0,0.0
0.0,0.0,0.0,0.075,0.005956217167618177,1.4874693831095276,0.005956217167618177,0.8329058036927086,2.437647551126219,1.1687905056665682,0.0,0.0
0.0,0.0,0.0,0.075,0.006570278250096235,1.488397335034391,0.006570278250096235,0.8248115527999647,2.4137573997708297,1.1508646292493592,0.0,0.0
0.0,0.0,0.0,0.075,0.0073342900298063955,1.4717317823113223,0.0073342900298063955,0.8206540343718327,2.3704998230791925,1.146102101164531,0.0,0.0
0.0,0.0,0.0,0.075,0.0077041399787611455,1.4606614512966074,0.0077041399787611455,0.8109527260753544,2.3392923108337094,1.1320084822988545,0.0,0.0
0.0,0.0,0.0,0.135,0.008037853579601208,1.446569421247799,0.008037853579601208,0.8162278189466806,2.299624410303153,1.193931976189882,0.0,0.0
0.0,0.0,0.0,0.135,0.008061748714761464,1.4444356103552687,0.008061748714761464,0.8101926022223782,2.278165619697136,1.1814207732376552,0.0,0.0
0.0,0.0,0.0,0.135,0.008428770822640399,1.4323927800844065,0.008428770822640399,0.8055669323506305,2.2406910456654483,1.168875353597912,0.0,0.0
0.0,0.0,0.0,0.135,0.00943937019978059,1.4239146352594083,0.00943937019978059,0.8012559021611689,2.206068863573043,1.157019675777654,0.0,0.0
0.0,0.0,0.0,0.135,0.010007529837331896,1.4159299833492902,0.010007529837331896,0.795639132577682,2.187046752394194,1.1537587474902544,0.0,0.0
0.0,0.0,0.0,0.135,0.010549279983371242,1.4074263847543589,0.010549279983371242,0.7907910021839478,2.1550480892348287,1.1382857292890995,0.0,0.0
0.0,0.0,0.0,0.135,0.011184457297705787,1.4033572644878507,0.011184457297705787,0.7872644486034629,2.1394873011016937,1.1265875322441934,0.0,0.0
