gtC,ftC,gvC,fvC,minT0,minV0,minTC,minVC,sdV0,sdVC
0.0,0.0,0.11249999999999999,0.015,0.12584312780102155,1.1292106734763598,0.12584312780102155,0.5249207720530188,3.698711695588283,0.9414953592933483
0.0,0.0,0.11249999999999999,0.015,0.18142382345143793,1.359928326612063,0.18142382345143793,0.7264118047861469,3.7795918924266454,1.0204011436723468
0.0,0.0,0.11249999999999999,0.015,0.21314845773195984,1.4797794526886197,0.21314845773195984,0.8338350947298568,3.5929968930018803,1.1341237899188201
0.0,0.0,0.11249999999999999,0.015,0.23574785662893533,1.4844256365942583,0.23574785662893533,0.8706984570505992,3.478338082590186,1.1050771778278237
0.0,0.0,0.11249999999999999,0.015,0.24797002852901595,1.4779327103158544,0.24797002852901595,0.9243202907592072,3.2688449651439315,1.203224923693537
0.0,0.0,0.11249999999999999,0.015,0.2612636030095366,1.4520140314367218,0.2612636030095366,0.9264041687145743,3.1509189512746842,1.1633305857073561
0.0,0.0,0.11249999999999999,0.015,0.270526143737337,1.4605965046525253,0.270526143737337,0.9406896759680854,3.1140760839971358,1.15576685381759
0.0,0.0,0.11249999999999999,0.015,0.2789713774270996,1.4281570600488835,0.2789713774270996,0.9456519277680463,2.9747359078007025,1.1490464601721184
0.0,0.0,0.1275,0.0,0.28654070874470217,1.3926925637923755,0.28654070874470217,0.9510057061265602,2.8426280357926714,1.1038771366942932
0.0,0.0,0.1275,0.0,0.29253577163935485,1.3524687819104313,0.29253577163935485,0.9442712830239969,2.7287921126531103,1.0763442731116757
0.0,0.0,0.0,0.1425,0.29812067666398995,1.3637423390425405,0.29812067666398995,0.9359198400580809,3.5460696465600186,1.2443352085826314
0.0,0.0,0.0,0.1425,0.30310779271636007,1.3353733264969287,0.30310779271636007,0.9310985472201292,3.4277413201886304,1.2097086035776987
0.0,0.0,0.0,0.1425,0.30811726514558535,1.298071007893113,0.30811726514558535,0.9229035412159116,3.3100242246649514,1.1807496137326527
0.0,0.0,0.0,0.06,0.31208708162376203,1.2711938752639163,0.31208708162376203,0.915348164785661,3.206417544128904,1.0608651784943721
0.0,0.0,0.0,0.06,0.31564819444342,1.241393932472194,0.31564819444342,0.9052258735709386,3.1117885369657694,1.0387557787958581
