gtC,ftC,gvC,fvC,minT0,minV0,minTC,minVC,sdV0,sdVC
0.0,0.0,0.0375,0.015,0.26131604683985055,0.2730340472863495,0.26131604683985055,0.27094613869360024,0.27337598110510286,0.2712854577228596
0.0,0.0,0.0375,0.015,0.3484213957864673,0.36404539638179945,0.3484213957864673,0.3612615182581337,0.2576337527660755,0.2556636111975465
0.0,0.0,0.0375,0.015,0.3919740702597758,0.4095510709295243,0.3919740702597758,0.4064192080404003,0.23660234375320616,0.23479303069684274
0.0,0.0,0.0375,0.015,0.41810567494376083,0.4368544756581593,0.41810567494376083,0.43351382190976034,0.21853653342652674,0.2168653707619952
0.0,0.0,0.0375,0.015,0.4355267447330841,0.4550567454772493,0.4355267447330841,0.4515768978226671,0.20359241115302357,0.202035527134749
0.0,0.0,0.0375,0.015,0.4479703660111723,0.46805836677659923,0.4479703660111723,0.4644790949033147,0.19115230895081448,0.1896905551792648
0.0,0.0,0.0375,0.015,0.45730308196973846,0.4778095827511117,0.45730308196973846,0.4741557427138004,0.18065150956365347,0.17927005606779878
0.0,0.0,0.0375,0.015,0.4645618610486231,0.48539386184239913,0.4645618610486231,0.4816820243441781,0.17166033567865918,0.17034763825700092
0.0,0.0,0.0375,0.015,0.47036888431173096,0.49146128511542925,0.47036888431173096,0.4877030496484804,0.16386139884346992,0.16260834038403757
0.0,0.0,0.0375,0.015,0.47512008516336457,0.4964255405206356,0.47512008516336457,0.49262934307927314,0.15701922991733006,0.15581849395553463
0.0,0.0,0.0375,0.015,0.47907941920639247,0.5005624200249741,0.47907941920639247,0.4967345876049338,0.1509567008961687,0.1498023254764481
0.0,0.0,0.0375,0.015,0.48242962493510855,0.5040628565286454,0.48242962493510855,0.5002082560497235,0.14553840379891564,0.14442546243908558
0.0,0.0,0.0375,0.015,0.4853012298454366,0.5070632306746492,0.4853012298454366,0.5031856861452575,0.14065915672652454,0.13958352727702156
0.0,0.0,0.0375,0.015,0.48778995410105425,0.5096635549345191,0.48778995410105425,0.5057661255613871,0.13623602254554076,0.13519421708229573
0.0,0.0,0.0375,0.015,0.4899675878247197,0.5119388386619054,0.4899675878247197,0.5080240100505005,0.1322026980465795,0.13119173567035022
0.0,0.0,0.0375,0.015,0.4918890293456009,0.5139464419507757,0.4918890293456009,0.5100162610703062,0.12850550974652789,0.1275228200025854
0.0,0.0,0.0375,0.015,0.493596977364162,0.5157309782075491,0.493596977364162,0.5117871508656893,0.12510051142796882,0.12414385992108237
0.0,0.0,0.0375,0.015,0.49512514138076935,0.517327668542557,0.49512514138076935,0.5133716312089267,0.1219513481264515,0.1210187784700982
0.0,0.0,0.0375,0.015,0.49650048899571597,0.5187646898440641,0.49650048899571597,0.5147976635178404,0.11902766141440704,0.11811744937487571
0.0,0.0,0.0375,0.015,0.4977448511235247,0.5200648519739992,0.4977448511235247,0.5160878832259052,0.1163038826967908,0.11541449956503047
0.0,0.0,0.0375,0.015,0.49887608942153283,0.5212468175466674,0.49887608942153283,0.5172608102332368,0.11375830863236212,0.11288839166614202
0.0,0.0,0.0375,0.015,0.4999089591718879,0.5223260035043208,0.4999089591718879,0.518331743587757,0.11137238447023816,0.1105207128166787
0.0,0.0,0.0375,0.015,0.5008557564430467,0.5233152572988367,0.5008557564430467,0.5193134324960672,0.109130142558108,0.1082956174699747
0.0,0.0,0.0375,0.015,0.501726809932513,0.5242253707897911,0.501726809932513,0.5202165862917125,0.10701775803230404,0.1061993864819674
0.0,0.0,0.0375,0.015,0.5025308593074047,0.5250654755506722,0.5025308593074047,0.5210502667184619,0.10502319397971688,0.10422007498658173
0.0,0.0,0.0375,0.015,0.5032753494693417,0.5258433503292658,0.5032753494693417,0.5218221930395263,0.10313591561865935,0.102347228762271
0.0,0.0,0.0375,0.015,0.5039666617625688,0.5265656626236741,0.5039666617625688,0.5225389817662289,0.1013466582333689,0.1005716539411388
0.0,0.0,0.0375,0.015,0.5046102973459182,0.5272381602770888,0.5046102973459182,0.5232063367876418,0.0996472373491266,0.09888522863566099
0.0,0.0,0.0375,0.015,0.5052110238903776,0.5278658247536091,0.5052110238903776,0.5238292014742938,0.09803039237950648,0.09728074778157438
0.0,0.0,0.0375,0.015,0.5057729938835815,0.5284529947477732,0.5057729938835815,0.5244118813424521,0.09648965700591602,0.09575179450863265
0.0,0.0,0.0375,0.015,0.5062998407522104,0.5290034666173021,0.5062998407522104,0.5249581437188504,0.09501925106399932,0.09429263285376172
0.0,0.0,0.0375,0.015,0.5067947575075888,0.5295205765553446,0.5067947575075888,0.5254712992845579,0.09361398985260744,0.09289811776354955
0.0,0.0,0.0375,0.015,0.507260561512651,0.5300072682617374,0.507260561512651,0.5259542692287533,0.09226920764849689,0.09156361919383274
0.0,0.0,0.0375,0.015,0.5076997481459953,0.5304661490134791,0.5076997481459953,0.5264096408904232,0.09098069287483679,0.09028495777397427
0.0,0.0,0.0375,0.015,0.5081145355219315,0.5308995363901241,0.5081145355219315,0.5268397141264448,0.08974463288528783,0.08905835001318212
0.0,0.0,0.0375,0.015,0.508506901958628,0.5313094974220856,0.508506901958628,0.5272465401605193,0.08855756672521724,0.08788036142296189
0.0,0.0,0.0375,0.015,0.5088786175302352,0.531697881557628,0.5088786175302352,0.5276319542980635,0.08741634454496945,0.08674786624075723
0.0,0.0,0.0375,0.015,0.5092312707648369,0.5320663485580144,0.5092312707648369,0.5279976036080414,0.08631809258735797,0.08565801268518422
0.0,0.0,0.0375,0.015,0.5095662913377085,0.5324163922083817,0.5095662913377085,0.5283449704525205,0.08526018286785679,0.08460819286808038
0.0,0.0,0.0375,0.015,0.5098849694436107,0.5327493605587309,0.5098849694436107,0.5286753925728784,0.08424020682278334,0.08359601664420169
0.0,0.0,0.0375,0.015,0.5101884724016129,0.5330664732733492,0.5101884724016129,0.5289900803065527,0.08325595232673924,0.08261928880441224
0.0,0.0,0.0375,0.015,0.5104778589429638,0.5333688365593806,0.5104778589429638,0.5292901314014515,0.08230538358232846,0.08167598911918723
0.0,0.0,0.0375,0.015,0.5107540915506169,0.5336574560596833,0.5107540915506169,0.5295765438102186,0.08138662346778419,0.08076425482122845
0.0,0.0,0.0375,0.015,0.5110180471534855,0.5339332480266392,0.5110180471534855,0.5298502267785958,0.08049793799554082,0.07988236518288269
0.0,0.0,0.0375,0.015,0.5112705264257945,0.53419704903851,0.5112705264257945,0.5301120104874786,0.07963772259004258,0.07902872789888471
0.0,0.0,0.0375,0.015,0.5115122618992818,0.5344496244754077,0.5115122618992818,0.5303626544640684,0.0788044899385806,0.07820186703009978
0.0,0.0,0.0375,0.015,0.5117439250613739,0.5346916759357679,0.5117439250613739,0.5306028549416336,0.07799685920657831,0.07740041230128052
0.0,0.0,0.0375,0.015,0.5119661325841969,0.5349238477446849,0.5119661325841969,0.5308332513180738,0.07721354643999288,0.07662308957686172
0.0,0.0,0.0375,0.015,0.5121794518061069,0.5351467326812451,0.5121794518061069,0.5310544318394563,0.07645335600354954,0.07586871236466693
0.0,0.0,0.0375,0.015,0.5123844055683343,0.535360877032058,0.5123844055683343,0.5312669386149024,0.07571517292532699,0.07513617421903564
0.0,0.0,0.0375,0.015,0.512581476493553,0.5355667850616858,0.512581476493553,0.5314712720528312,0.0749979560365211,0.07442444193304716
0.0,0.0,0.0375,0.015,0.512771110780084,0.5357649229769879,0.512771110780084,0.5316678947949891,0.07430073181064613,0.07373254942483433
0.0,0.0,0.0375,0.015,0.5129537215745213,0.5359557224509826,0.5129537215745213,0.5318572352133633,0.07362258881948312,0.07305959223592726
0.0,0.0,0.0375,0.015,0.5131296919764338,0.5361395837622864,0.5131296919764338,0.532039690525615,0.0729626727341559,0.07240472257055658
0.0,0.0,0.0375,0.015,0.513299377721135,0.5363168785981867,0.513299377721135,0.5322156295767146,0.07232018180913734,0.07176714481419387
0.0,0.0,0.0375,0.015,0.5134631095800571,0.5364879525626518,0.5134631095800571,0.5323853953277757,0.07169436279503148,0.07114611147758887
0.0,0.0,0.0375,0.015,0.5136211955128096,0.536653127424894,0.5136211955128096,0.5325493070874211,0.07108450723286001,0.07054091951939369
0.0,0.0,0.0375,0.015,0.513773922600384,0.5368127031392635,0.513773922600384,0.5327076625162309,0.07048994808849271,0.06995090700633028
0.0,0.0,0.0375,0.015,0.5139215587850393,0.5369669596631541,0.5139215587850393,0.5328607394307471,0.06991005669094716,0.0693754500749029
0.0,0.0,0.0375,0.015,0.5140643544390502,0.5371161585960975,0.5140643544390502,0.5330087974300332,0.06934423994267272,0.0688139601630153
0.0,0.0,0.0375,0.015,0.5142025437816413,0.5372605446602362,0.5142025437816413,0.5331520793648262,0.06879193777373062,0.06826588148361888
0.0,0.0,0.0375,0.015,0.5143363461609757,0.5374003470397991,0.5143363461609757,0.5332908126667687,0.06825262081507585,0.06773068871578714
0.0,0.0,0.0375,0.015,0.5144659672159557,0.5375357805950007,0.5144659672159557,0.5334252105530254,0.06772578826900799,0.06720788489145126
0.0,0.0,0.0375,0.015,0.5145915999307825,0.5376670469638885,0.5145915999307825,0.5335554731197051,0.06721096595735243,0.06669699945850709
0.0,0.0,0.0375,0.015,0.514713425593645,0.5377943355640219,0.514713425593645,0.5336817883358792,0.06670770453011095,0.0661975865031642
0.0,0.0,0.0375,0.015,0.5148316146695562,0.5379178245044499,0.5148316146695562,0.5338043329485854,0.0662155778192249,0.06570922311629793
0.0,0.0,0.0375,0.015,0.514946327596176,0.5380376814172183,0.514946327596176,0.5339232733079768,0.06573418132376534,0.0652315078902236
0.0,0.0,0.0375,0.015,0.51505771551043,0.5381540642165731,0.51505771551043,0.5340387661207192,0.06526313081433226,0.06476405953376756
0.0,0.0,0.0375,0.015,0.5151659209128481,0.5382671217930891,0.5151659209128481,0.5341509591388118,0.06480206104573506,0.06430651559479224
0.0,0.0,0.0375,0.015,0.5152710782757616,0.53837699464914,0.5152710782757616,0.5342599917901976,0.06435062456816788,0.06385853128046244
0.0,0.0,0.0375,0.015,0.5153733146008163,0.5384838154814117,0.5153733146008163,0.5343659957568225,0.06390849062809817,0.0634197783665387
0.0,0.0,0.0375,0.015,0.515472749930664,0.5385877097155388,0.515472749930664,0.534469095505184,0.06347534415097819,0.06298994418786825
0.0,0.0,0.0375,0.015,0.5155694978191645,0.5386887959973924,0.5155694978191645,0.5345694087738598,0.06305088479867917,0.06256873070302697
0.0,0.0,0.0375,0.015,0.5156636657639716,0.5387871866450632,0.5156636657639716,0.5346670470220377,0.06263482609524884,0.06215585362676223
0.0,0.0,0.0375,0.015,0.5157553556049681,0.5388829880651637,0.5157553556049681,0.534762115842632,0.06222689461521714,0.06175104162450586
0.0,0.0,0.0375,0.015,0.515844663891653,0.53897630113669,0.515844663891653,0.5348547153432108,0.06182682922923084,0.0613540355637772
0.0,0.0,0.0375,0.015,0.5159316822222689,0.5390672215653568,0.5159316822222689,0.5349449404976209,0.061434380402293674,0.06096458781778989
0.0,0.0,0.0375,0.015,0.5160164975571732,0.5391558402110195,0.5160164975571732,0.5350328814709067,0.06104930954033204,0.060582461617014305
0.0,0.0,0.0375,0.015,0.5160991925087047,0.5392422433905404,0.5160991925087047,0.5351186239198603,0.060671388381202875,0.060207430444842315
0.0,0.0,0.0375,0.015,0.5161798456095813,0.5393265131582213,0.5161798456095813,0.5352022492713091,0.06030039842661605,0.059839277473854084
