gtC,ftC,gvC,fvC,minT0,minV0,minTC,minVC,sdV0,sdVC,inf_min,inf_max
0.0,0.0,0.135,0.1425,0.023962207624473424,4.306799384336707,0.023962207624473424,1.2912400153363846,7.531550697201723,1.9725168057325757,0.0,0.0
0.0,0.0,0.135,0.09,0.025512997298607707,4.973714753204712,0.025512997298607707,1.7848153710768024,7.269563770694329,3.405679708721033,0.0,0.0
0.0,0.0,0.135,0.09,0.028988131140874798,5.345323249303034,0.028988131140874798,1.9435216918510394,7.0741571044430565,3.4141450746042827,0.0,0.0
0.0,0.0,0.135,0.09,0.032845566043569044,5.5447759945161605,0.032845566043569044,1.9797080434318604,7.03945017893072,3.4467306441343455,0.0,0.0
0.0,0.0,0.135,0.09,0.03955792420706435,5.7388731206979395,0.03955792420706435,2.0375938107770293,7.177286486233315,3.409276265442277,0.0,0.0
0.0,0.0,0.135,0.09,0.048918312194577984,5.842340721906721,0.048918312194577984,2.104472619348933,7.267416280119105,3.4714664104547617,0.0,0.0
0.0,0.0,0.135,0.09,0.056938863513317145,5.892539176102634,0.056938863513317145,2.1201323032875146,7.294314622304344,3.806499216296604,0.0,0.0
0.0,0.0,0.135,0.09,0.06683890825724924,5.830969868194879,0.06683890825724924,2.150073292943515,7.118521260319018,3.8555297703189257,0.0,0.0
0.0,0.0,0.135,0.0,0.07595587621817829,5.795349039521801,0.07595587621817829,2.2142883344333915,7.153309025611829,7.898459878964261,0.0,0.0
0.0,0.0,0.0525,0.08249999999999999,0.0837859380096503,5.7435940176618425,0.0837859380096503,2.2470451974496815,6.954363642720541,4.502243662563448,0.0,0.0
0.0,0.0,0.09,0.1275,0.09517963927721672,5.640954542047711,0.09517963927721672,2.2479705446763463,6.828490545292504,5.795140746507199,0.0,0.0
0.0,0.0,0.0525,0.08249999999999999,0.10623305754502246,5.536971648779635,0.10623305754502246,2.214552123026347,6.781259729768294,4.397165838538581,0.0,0.0
0.0,0.0,0.045,0.09,0.11517173603942994,5.42414006421262,0.11517173603942994,2.1845506147179665,6.6356970171828875,4.528431073516756,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.12356751061478156,5.412827099273082,0.12356751061478156,2.167833348069364,7.240821595352476,6.142257403479403,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.1317872912301576,5.334794751145001,0.1317872912301576,2.134468873793649,7.187934620359357,5.98127039395043,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.14157558287960148,5.2014020831152115,0.14157558287960148,2.0989669106507436,7.056311745348119,5.823016319247498,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.1498857732915649,5.0775497682266595,0.1498857732915649,2.0668252702446988,6.921625214461072,5.680214778145241,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.1578174671063912,4.993860433686912,0.1578174671063912,2.042181857254158,7.244119748903179,5.559647212797234,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.16550916868860768,4.87480320889164,0.16550916868860768,2.0144087863982776,7.121138061707159,5.438667276899268,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.17269756482581963,4.761754299857062,0.17269756482581963,1.9883019552595107,7.021486407900838,5.325289249663894,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.18114791192940366,4.621029741757308,0.18114791192940366,1.9552580363475247,6.905969702687955,5.216200468957189,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.18863841720377278,4.499161322379455,0.18863841720377278,1.9313427029520176,6.796305674208893,5.127462642088882,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.19471093206142837,4.388441589927019,0.19471093206142837,1.9121659561437965,6.6963330257040035,5.033015103526966,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.2013348527617305,4.281127787976426,0.2013348527617305,1.8893397919207577,6.609908930960835,4.941459051196429,0.0,0.0
0.0,0.0,0.08249999999999999,0.0,0.20736513382585847,4.183444688460093,0.20736513382585847,1.864297287055945,6.529580461555432,4.856457871582404,0.0,0.0
0.0,0.0,0.06,0.0,0.2132896585480281,4.091071335722741,0.2132896585480281,1.8440381264827055,6.4451086731251666,4.5784411625594865,0.0,0.0
0.0,0.0,0.06,0.0,0.21918822087249878,3.996935619599924,0.21918822087249878,1.817956770652746,6.360006801868337,4.503420344074458,0.0,0.0
0.0,0.0,0.06,0.0,0.22454416024574053,3.9075156472090495,0.22454416024574053,1.797194914193357,6.2745859439664935,4.43153771654302,0.0,0.0
0.0,0.0,0.06,0.0,0.23006907970402982,3.8181400542958386,0.23006907970402982,1.7734915607462338,6.195262147309382,4.363593026983852,0.0,0.0
0.0,0.0,0.06,0.0,0.2348850580641054,3.734602862098681,0.2348850580641054,1.7520269664680523,6.116996082990437,4.298225483453223,0.0,0.0
0.0,0.0,0.06,0.0,0.2406420375112601,3.6538643539014575,0.2406420375112601,1.728987962105709,6.042742413163128,4.236279295815753,0.0,0.0
0.0,0.0,0.06,0.0,0.24583345217495467,3.574977376493824,0.24583345217495467,1.7061316760989467,5.971618423284792,4.177977431580207,0.0,0.0
